,name,price,km,fuel_type,location
23901,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
23902,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
23903,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
23904,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
23905,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
23906,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
23907,2019 MG Hector Sharp 1.5 DCT Petrol [2019-2020],"₹14,99,999","33,349 KMs",Petrol,Kolkata
23908,2018 Tata Tiago Revotron XZA,"₹5,25,000","52,664 KMs",Petrol,Chennai
23909,2021 Maruti Suzuki Baleno Delta 1.2,"₹7,25,008","5,838 KMs",Petrol,Delhi
23910,2016 Volvo XC90 D5 AWD,"₹43,00,000","97,000 KMs",Diesel,Hyderabad
23911,2021 Maruti Suzuki Ertiga VXI CNG,"₹11,75,000","25,800 KMs",CNG,Delhi
23912,2012 Volkswagen Polo Highline1.2L D,"₹2,25,000","82,000 KMs",Diesel,Ambala Cantt
23913,2019 Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"₹5,60,000","14,670 KMs",Petrol,Bhopal
23914,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
23915,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
23916,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
23917,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
23918,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
23919,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
23920,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
23921,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
23922,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
23923,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
23924,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
23925,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
23926,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
23927,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
23928,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
23929,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
23930,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
23931,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
23932,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
23933,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
23934,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
23935,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
23936,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
23937,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
23938,2014 Honda City SV Diesel,"₹5,80,000","59,920 KMs",Diesel,Mumbai
23939,2020 Maruti Suzuki Swift VXi [2014-2017],"₹6,75,000","55,000 KMs",Petrol,Vijaywada
23940,2016 Maruti Suzuki Swift VXi [2014-2017],"₹5,11,000","61,100 KMs",Petrol,Vadodara
23941,2018 BMW 3 Series 320d Prestige,"₹30,00,000","29,531 KMs",Diesel,Chennai
23942,2013 BMW X3 xDrive20d,"₹13,49,999",65 KMs,Diesel,Ahmedabad
23943,2012 Toyota Etios VX,"₹3,80,000","87,000 KMs",Petrol,Pune
23944,2010 Hyundai i20 Magna 1.2,"₹2,30,000","78,000 KMs",Petrol,Faridabad
23945,2019 Hyundai Creta 1.6 SX Plus Special Edition,"₹13,50,000","74,500 KMs",Diesel,Delhi
23946,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
23947,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
23948,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
23949,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
23950,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
23951,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
23952,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
23953,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
23954,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
23955,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
23956,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
23957,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
23958,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
23959,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
23960,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
23961,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
23962,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
23963,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
23964,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
23965,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
23966,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
23967,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
23968,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
23969,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
23970,2018 Tata Zest XE 75 PS Diesel,"₹4,15,000","48,481 KMs",Diesel,Ranchi
23971,2015 Toyota Camry Hybrid,"₹15,55,000","92,355 KMs",Petrol,Mumbai
23972,2015 Toyota Etios Liva GD,"₹4,99,999","92,000 KMs",Diesel,Salem
23973,2019 Maruti Suzuki XL6 Alpha MT Petrol,"₹10,20,000","48,000 KMs",Petrol,Delhi
23974,2013 Honda Brio E MT,"₹2,95,000","72,000 KMs",Petrol,Delhi
23975,2018 Maruti Suzuki Wagon R VXi 1.0 [2019-2019],"₹4,50,000","8,963 KMs",Petrol,Delhi
23976,2020 Tata Tiago Revotron XE [2016-2019],"₹5,75,000","33,000 KMs",Petrol,Muzaffurpur
23977,2016 Land Rover Range Rover Evoque HSE Dynamic,"₹43,00,000","19,000 KMs",Diesel,Pune
23978,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
23979,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
23980,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
23981,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
23982,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
23983,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
23984,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
23985,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
23986,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
23987,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
23988,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
23989,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
23990,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
23991,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
23992,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
23993,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
23994,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
23995,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
23996,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
23997,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
23998,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
23999,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
24000,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
24001,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
24002,2016 Maruti Suzuki Ciaz ZXi  AT,"₹6,50,000","67,558 KMs",Petrol,Mumbai
24003,2014 Honda City SV CVT,"₹5,40,000","69,200 KMs",Petrol,Mumbai
24004,2017 Maruti Suzuki Ignis Zeta 1.3 AMT Diesel [2017-2018],"₹6,75,000","45,000 KMs",Diesel,Mysore
24005,2012 Honda City 1.5 S MT,"₹4,00,000","63,200 KMs",Petrol,Dehradun
24006,2021 Hyundai Verna SX 1.5 VTVT IVT,"₹13,25,000","8,900 KMs",Petrol,Mumbai
24007,2013 Mercedes-Benz C-Class 220 BlueEfficiency,"₹13,85,000","44,000 KMs",Diesel,Mumbai
24008,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
24009,2017 Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],"₹15,90,000","85,000 KMs",Diesel,Ludhiana
24010,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
24011,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
24012,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
24013,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
24014,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
24015,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
24016,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
24017,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
24018,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
24019,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
24020,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
24021,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
24022,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
24023,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
24024,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
24025,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
24026,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
24027,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
24028,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
24029,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
24030,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
24031,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
24032,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
24033,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
24034,2014 Honda Brio VX MT,"₹4,05,000","57,500 KMs",Petrol,Ahmedabad
24035,2015 BMW 5 Series 520d Luxury Line,"₹19,39,000","1,14,000 KMs",Diesel,Delhi
24036,2018 Honda City VX,"₹10,68,000","20,281 KMs",Petrol,Bangalore
24037,2019 Honda Amaze 1.2 VX CVT Petrol [2019-2020],"₹7,91,799","26,864 KMs",Petrol,Lucknow
24038,2013 Honda Amaze 1.2 VX AT i-VTEC,"₹4,25,000","54,120 KMs",Petrol,Thane
24039,2011 Hyundai Verna Fluidic 1.4 CRDi,"₹4,70,000","1,10,426 KMs",Diesel,Hyderabad
24040,2013 Hyundai Elantra 1.6 SX MT,"₹5,40,000","72,000 KMs",Diesel,Lucknow
24041,2016 Audi Q3 35 TDI Premium + Sunroof,"₹23,50,000","84,840 KMs",Diesel,Mumbai
24042,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
24043,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
24044,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
24045,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
24046,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
24047,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
24048,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
24049,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
24050,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
24051,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
24052,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
24053,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
24054,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
24055,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
24056,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
24057,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
24058,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
24059,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
24060,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
24061,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
24062,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
24063,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
24064,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
24065,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
24066,2017 Hyundai Creta SX Plus 1.6  Petrol,"₹11,65,000","35,037 KMs",Petrol,Bangalore
24067,2010 Hyundai i10 Sportz 1.2 AT,"₹2,95,000","38,798 KMs",Petrol,Mumbai
24068,2020 Maruti Suzuki Celerio VXi CNG,"₹6,00,000","44,000 KMs",CNG,Kanpur
24069,2021 Mahindra Thar LX 4-STR Hard Top Diesel MT,"₹17,50,000","32,000 KMs",Diesel,Hyderabad
24070,2015 Honda City SV Diesel,"₹5,90,000","54,300 KMs",Diesel,Ahmedabad
24071,2022 Toyota Innova Crysta GX 2.4 7 STR,"₹25,25,000","2,000 KMs",Diesel,Delhi
24072,2018 Maruti Suzuki Baleno Zeta Automatic,"₹7,75,000","11,623 KMs",Petrol,Mumbai
24073,2020 Tata Harrier XZ Plus Dark Edition,"₹21,25,000","18,000 KMs",Diesel,Pune
24074,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
24075,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
24076,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
24077,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
24078,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
24079,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
24080,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
24081,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
24082,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
24083,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
24084,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
24085,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
24086,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
24087,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
24088,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
24089,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
24090,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
24091,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
24092,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
24093,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
24094,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
24095,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
24096,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
24097,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
24098,2021 Mahindra Thar LX 4-STR Hard Top Diesel MT,"₹17,45,000","9,612 KMs",Diesel,Bangalore
24099,2019 Maruti Suzuki Swift VXi AMT,"₹6,25,000","53,196 KMs",Petrol,Indore
24100,2015 Maruti Suzuki Ciaz ZXI+,"₹5,60,000","74,998 KMs",Petrol,Mumbai
24101,2014 Mahindra Scorpio SLE BS-IV,"₹4,00,000","78,000 KMs",Diesel,Gurgaon
24102,2017 Maruti Suzuki Ciaz Alpha 1.3 Hybrid,"₹7,20,000","20,714 KMs",Diesel,Patna
24103,2013 Audi Q5 3.0 TDI quattro Premium Plus,"₹11,90,000","1,12,000 KMs",Diesel,Agra
24104,2018 Toyota Fortuner 2.8 4x2 AT [2016-2020],"₹28,91,000","65,000 KMs",Diesel,Delhi
24105,2012 Maruti Suzuki Wagon R 1.0 LXi,"₹2,39,000","66,000 KMs",Petrol,Noida
24106,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
24107,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
24108,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
24109,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
24110,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
24111,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
24112,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
24113,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
24114,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
24115,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
24116,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
24117,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
24118,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
24119,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
24120,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
24121,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
24122,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
24123,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
24124,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
24125,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
24126,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
24127,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
24128,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
24129,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
24130,2015 Toyota Etios Liva GD,"₹4,99,999","92,000 KMs",Diesel,Salem
24131,2014 Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],"₹4,90,000","50,000 KMs",Petrol,Aurangabad
24132,2016 Mahindra Scorpio S10,"₹10,25,000","62,114 KMs",Diesel,Ranchi
24133,2021 Maruti Suzuki Baleno Zeta 1.2,"₹7,25,000","10,000 KMs",Petrol,Lucknow
24134,2014 Hyundai Eon Era +,"₹2,25,000","81,000 KMs",Petrol,Ghaziabad
24135,2012 Porsche Cayenne S Hybrid,"₹32,00,000","81,000 KMs",Petrol,Mumbai
24136,2015 Honda City V,"₹4,75,000","70,578 KMs",Petrol,Kolkata
24137,2015 Mahindra XUV500 W8,"₹6,75,000","70,000 KMs",Diesel,Delhi
24138,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
24139,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
24140,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
24141,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
24142,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
24143,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
24144,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
24145,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
24146,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
24147,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
24148,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
24149,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
24150,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
24151,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
24152,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
24153,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
24154,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
